,CR,EV,PE,LA,CA,R^2
2260,-0.056,-0.054,0.0,0.519,0.674,0.7382351392979076
2261,0.0,0.0,0.307,-0.281,0.0,0.8040017788340365
2262,0.0,0.0,0.142,0.0,0.0,0.1391145778914743
2263,0.0,0.167,0.158,0.0,0.027,0.494421316358713
2264,-2.167,0.133,0.0,1.199,0.0,0.7565705174136805
2265,0.171,0.0,0.056,0.0,0.0,0.3004597440795195
2266,0.0,0.0,-0.011,0.0,0.288,0.3077623626624929
2267,0.0,0.0,0.072,0.0,0.182,0.6164621585588685
2268,0.763,0.0,0.115,0.0,0.025,0.7782206873791695
2269,-0.097,0.024,0.0,0.0,2.282,0.6663394738357531
2270,-0.016,0.029,0.032,0.0,4.785,0.776616650868524
2271,0.041,0.0,0.0,0.366,0.0,0.11494883839626957
2272,-0.023,0.013,0.004,0.362,0.0,0.5629142021228395
2273,0.0,0.0,0.0,0.678,0.0,0.4592643592840794
2274,0.219,0.211,0.0,0.0,0.0,0.34101774244611494
2275,0.008000000000000007,0.138,-0.104,0.479,0.15,0.6382600815353578
2276,0.046,-0.036,0.038000000000000006,0.442,0.0,0.6756707606309863
2277,-0.462,0.033,0.018,0.536,0.0,0.7467710250059698
2278,0.0,0.07,-0.006999999999999999,0.0,-0.824,0.706349927426548
2279,-0.023,0.006,0.007,0.891,0.0,0.8573242495873274
2280,0.042,0.0,0.041,0.0,0.0,0.6198236128044142
2281,0.223,-0.055,-0.019000000000000003,0.468,0.037,0.7641119268717809
2282,0.097,0.0,0.084,0.694,0.0,0.620470164431054
2283,0.0,0.509,0.174,0.564,0.0,0.6746000732125553
2284,0.03899999999999998,0.0,0.273,0.0,0.073,0.7214381744253163
2285,-0.03,0.017,0.033,0.56,0.0,0.7922482873376171
2286,-0.027,0.025,-0.01,0.0,4.12,0.7486012161125858
2287,-0.069,0.138,0.192,0.646,0.188,0.9226570446142894
2288,-0.069,0.0,0.062,0.0,1.917,0.7373711390979576
2289,0.181,-0.073,0.082,0.0,0.235,0.8221139214476535
2290,0.0,0.0,0.07199999999999998,0.0,0.0,0.17155639214790697
2291,0.123,0.020999999999999998,0.0,0.0,-0.276,0.5593194213913871
2292,0.0,0.0,-0.755,0.584,0.0,0.6647124284046277
2293,-0.173,0.307,0.241,0.694,0.0,0.762754600846709
2294,0.124,0.0,0.0,0.772,0.0,0.4799030245732807
2295,-1.029,0.328,0.081,0.0,0.0,0.8405578350820394
2296,0.0,0.0,0.219,0.8,0.0,0.886070891875572
2297,0.0,-0.063,0.0,1.464,0.0,0.8913985143829043
2298,0.0,0.15,0.105,0.0,0.033,0.2999962657429819
2299,0.042,0.117,0.07,0.4,0.188,0.9109330029788757
2300,0.0,0.079,0.0,0.76,0.559,0.7760029358410989
2301,0.0,-0.009000000000000008,-0.053,0.0,0.917,0.7358256380880295
2302,0.0,0.0,0.043,0.0,2.577,0.7609114145833629
2303,0.0,-0.013,-0.018,0.393,0.0,0.30018516455523137
2304,0.345,0.13,0.122,0.0,0.112,0.7896280087118497
2305,0.0,0.069,0.126,0.421,0.0,0.775363633502565
2306,0.066,0.062,0.0,0.0,0.0,-0.01557474445808027
2307,0.0,0.0,0.0,0.47,0.0,0.25798001401432313
2308,0.0,0.0,0.028,0.0,2.315,0.5055364324829509
2309,0.101,0.161,0.149,0.0,0.181,0.8119224558245872
2310,-0.023,0.0,0.017,0.717,0.0,0.6332124581239789
2311,-0.01,0.033,0.0,0.0,2.071,0.7359159292706632
2312,0.0,0.0,0.0,1.155,0.0,0.6783028908768811
2313,0.0,0.0,0.176,0.0,0.357,0.8834648670156982
2314,0.0,0.102,0.058,0.345,0.0,0.14327447926635328
2315,0.0,0.0,0.117,0.481,-0.175,0.7932603997463428
2316,0.0,0.378,0.135,0.807,0.0,0.8554002276105996
2317,0.05,0.112,0.041,0.239,0.0,0.7456417595130892
2318,0.0,-0.172,0.0,0.0,0.0,0.28420775945158483
2319,0.0,0.0,0.06,0.189,0.0,0.3093709276914479
2320,-0.035,0.025,0.046,0.0,2.907,0.7644446418407157
2321,0.0,0.177,0.04,0.573,-0.259,0.5938952221027263
2322,1.2269999999999999,0.225,0.284,0.67,-0.151,0.7817603080774604
2323,-0.033,0.0,0.073,0.441,0.0,0.6749040451417211
2324,0.0,0.0,0.107,0.657,0.0,0.5707197077391366
2325,0.333,0.225,0.182,0.381,-0.005,0.6396704658690837
2326,0.0,0.087,0.0,0.0,0.319,0.6637951146482001
2327,0.087,0.13,0.067,0.0,0.141,0.7159896755663944
2328,0.08499999999999996,0.0,0.367,-0.243,0.0,0.6359762834188855
2329,0.0,0.14,0.023999999999999994,0.0,0.267,0.6971038855975639
2330,0.103,0.0,0.151,0.0,0.294,0.5734355223610186
2331,0.467,0.048,0.183,0.643,0.0,0.7686209617601516
2332,-0.129,-0.13,0.042,0.0,0.0,0.3239309136196191
2333,0.0,0.037,0.0,0.348,-1.288,0.6004509552713138
2334,0.045,0.0,0.022,0.189,-1.252,0.3269339565467704
2335,0.0,0.0,0.196,0.0,-0.005,0.12209428208778794
2336,0.0,0.086,0.12,0.399,0.0,0.6150345629794174
2337,0.202,0.0,0.14,0.893,0.0,0.6843221267840072
2338,0.363,-0.172,0.206,0.288,0.0,0.3801028567557473
2339,0.0,-0.05,0.152,0.711,0.0,0.7918602057474897
2340,0.0,0.352,0.0,0.0,0.091,0.6717056671348176
2341,-0.062,0.088,0.0,0.424,0.0,0.47864415739981236
2342,0.01,-0.006999999999999999,0.0,0.0,10.575,0.7022043568139384
2343,0.0,0.0,0.0,0.0,0.048,0.3497279166096692
2344,0.032,0.0,0.103,0.0,0.0,0.7598531762843275
2345,-0.051,-0.157,0.0,0.0,0.0,0.5767572536051511
2346,0.021,0.0,-0.02,0.427,0.0,0.2770620960786476
2347,0.0,0.101,-0.033,0.619,0.456,0.8185019262886212
2348,0.13,-0.062,0.075,0.631,0.0,0.8712549462673642
2349,0.0,0.043,0.0,-0.16,1.186,0.3710085351743865
2350,-0.062,0.101,0.0,0.0,0.075,0.7324628210857795
2351,0.115,0.0,0.025,0.0,0.644,0.5568336171675519
2352,0.081,0.0,0.049,-0.26,0.36,0.5804199663416012
2353,-0.37,0.385,0.13,0.0,0.02,0.5738640307851708
2354,0.0,0.0,0.067,0.0,0.0,-0.43009210006084886
2355,-0.086,0.013,0.015,0.38,0.0,0.5599492990136987
2356,0.069,-0.06,-0.056,0.431,1.042,0.7725397679843143
2357,-0.052,0.288,0.149,0.0,0.0,0.5662174895635685
2358,0.0,0.0,0.0,0.694,-0.02,0.24483222769469715
2359,0.0,0.045,0.0,0.0,0.0,0.1535446841828645
2360,0.0,-0.015,0.0,0.0,5.501,0.5188201115227555
2361,0.052,0.0,0.244,0.0,0.046,0.7587582589762611
2362,0.302,-0.215,0.487,0.0,0.0,0.6444814728151416
2363,0.0,0.092,0.0,1.233,0.0,0.7681056487368649
2364,0.0,0.0,0.421,0.0,0.029,0.555710908142751
2365,0.054,0.105,0.05,0.18,0.0,0.6330877613318365
2366,0.089,0.118,0.063,0.168,-0.133,0.7861983114449937
2367,0.0,0.0,0.0,0.554,0.0,0.47235074477212224
2368,0.0,0.0,0.0,0.0,0.046,0.3284509947186113
2369,-0.085,0.0,0.0,0.463,0.0,0.5799068949492351
2370,0.216,0.101,0.112,0.598,0.0,0.7309343439474332
2371,-0.315,0.204,0.188,0.841,0.0,0.9354801852002307
2372,0.0,0.0,0.0,0.867,0.0,0.4224617196358078
2373,0.223,0.22700000000000004,0.275,0.366,0.0,0.8621662339226381
2374,0.0,0.058,0.046,0.522,0.0,0.6643238879832747
2375,0.0,0.0,0.356,0.0,0.0,0.30540109398716264
2376,0.0,0.112,0.074,0.0,0.183,0.5910943758119427
2377,0.0,-0.175,0.137,0.0,0.026,0.49564186388834686
2378,0.0,-0.067,0.10900000000000001,0.0,0.321,0.7634075597237303
2379,-0.118,0.0,0.129,0.0,0.077,0.5675236626720955
2380,0.0,-0.026,-0.006999999999999999,0.518,0.0,0.6871243270064182
2381,-0.052,0.055,0.083,-0.118,0.257,0.646140193977593
2382,-0.164,0.0,0.061,0.509,0.0,0.5593119478818604
2383,-0.934,-0.11499999999999999,0.09899999999999999,0.0,0.062,0.8199836057166795
2384,0.34,0.0,0.0,0.766,0.0,0.5456663520330061
2385,0.0,0.024,0.030999999999999996,0.922,0.0,0.7645902543327687
2386,0.0,0.0,0.0,0.0,0.069,0.5401632317041831
2387,0.181,0.0,0.08,0.676,0.0,0.4282175784140979
2388,0.317,0.215,0.481,0.0,0.0,0.5033391805897852
2389,0.0,0.0,0.0,0.667,0.0,0.4521607931454952
2390,0.23,0.0,0.0,0.987,0.0,0.639756136010164
2391,1.184,0.177,0.352,0.519,0.0,0.7138565740455809
2392,0.0,0.077,0.108,0.0,0.195,0.7484156057352365
2393,-0.358,0.209,0.0,0.384,0.0,0.38570624151277433
2394,0.0,0.205,0.0,0.0,0.0,0.41240770221405176
2395,0.0,0.0,0.0,0.712,0.0,0.36317317956138484
2396,-0.324,0.134,0.311,0.366,-0.029,0.6082929002060701
2397,0.0,-0.024,0.011,0.683,3.287,0.790076346442926
2398,0.632,0.195,-0.03400000000000003,0.369,0.037,0.7802812367264571
2399,0.0,0.0,0.025,0.533,0.922,0.7947181658808999
2400,0.0,-0.174,0.12400000000000003,0.38,0.0,0.5907763332260432
2401,0.367,-0.081,0.015,0.395,0.0,0.8070350355105811
2402,0.214,0.0,0.185,0.55,0.0,0.6781880405735569
2403,-0.076,0.029,0.213,0.594,0.118,0.9693634352671592
2404,-0.019,0.0,-0.01,0.847,0.0,0.8391902352362033
2405,-0.064,0.024,0.049,0.568,0.0,0.869722297149323
2406,-0.186,0.0,0.0,0.726,0.0,0.5147691441127695
2407,0.043,-0.034,0.0,0.0,-0.696,0.23013372757816852
2408,0.0,-0.038,0.058,0.189,0.0,0.36798827734088957
2409,-0.051,-0.032,0.0,0.22,-0.081,0.028532063335157898
2410,0.03,0.0,0.0,0.696,0.0,0.408221971646927
2411,0.21,0.11,-0.05,0.516,0.0,0.6682303932264023
2412,-0.084,0.0,0.08,0.265,0.0,0.6286555231354078
2413,-0.216,0.0,0.043,0.67,0.0,0.7226150277506878
2414,0.0,-0.095,0.053,0.375,0.0,0.4912712855484329
2415,0.0,0.0,0.101,0.0,0.455,0.5639252104435958
2416,-0.15,0.209,0.030999999999999986,0.0,0.104,0.9031032771107281
2417,0.443,0.187,0.179,0.59,0.0,0.8049118105033972
2418,0.0,0.0,0.176,0.776,0.0,0.7115779691322089
2419,0.0,0.0,0.201,0.3,0.0,0.5573613492686316
2420,0.455,0.485,0.071,0.601,0.0,0.8688218779118841
2421,0.075,0.368,0.0,0.0,0.148,0.6603619175335875
2422,0.0,0.088,0.066,0.176,0.0,0.3351165205290819
2423,2.998,0.0,0.242,0.0,0.015,0.7205562324767061
2424,-0.096,0.0,0.08,0.255,0.0,0.3088399962524735
2425,0.112,0.131,0.077,0.0,0.271,0.6853270197319079
2426,0.0,0.0,0.027,0.269,0.0,0.09018348388604491
2427,0.064,0.0,0.0,0.0,0.732,0.6895989711373076
2428,0.0,0.12,0.245,0.632,0.0,0.647109486685399
2429,0.0,0.054,0.152,0.0,0.336,0.7013621373301498
2430,0.174,0.0,0.133,0.0,0.038,0.5898889772035806
2431,0.0,0.0,0.022,0.0,1.053,0.39807932148279956
2432,0.0,0.0,0.291,0.447,0.0,0.4989149904391843
2433,0.0,0.0,0.06999999999999999,0.356,0.0,0.45462658803364664
2434,0.0,0.159,0.044,0.373,0.0,0.7578429231380506
2435,0.063,-0.078,0.072,0.465,0.0,0.39092984810644915
2436,0.0,-0.1,0.0,0.765,0.0,0.6923244849131156
2437,0.0,0.0,0.042,0.0,1.64,0.6472521420846127
2438,0.0,0.026,0.0,0.733,0.0,0.598484776402216
2439,0.0,0.217,0.133,0.153,0.0,0.4249167579828458
2440,0.0,0.0,0.175,0.558,0.0,0.8963846991353712
2441,0.107,0.30399999999999994,0.335,0.517,0.021,0.88861007393959
2442,0.0,0.189,0.139,0.889,0.0,0.7752285870121225
2443,0.13999999999999999,-0.081,0.0,0.0,0.0,0.4754661581389511
2444,0.0,0.0,0.0,0.0,-0.038,0.24626212803644454
2445,0.012999999999999998,0.0,0.01,0.0,18.254,0.4007784638544255
2446,0.0,0.209,0.109,0.829,-0.058,0.8035385499250289
2447,0.0,0.391,0.0,0.0,0.011,0.4068804168524097
2448,0.122,0.037,0.065,0.659,0.0,0.8002725114923953
2449,0.0,0.0,0.0,0.49,0.015,0.5161110767881231
2450,0.0,0.0,0.124,0.749,0.0,0.7215013996354245
2451,0.081,-0.037,0.061,0.0,0.0,0.7180368783460064
2452,0.0,0.0,0.0,1.009,0.0,0.4229062390767653
2453,-0.121,0.061,0.05,0.319,0.0,0.6134444093221099
2454,-0.007,0.011,0.036,0.222,0.0,0.2978755810241671
2455,0.0,0.0,0.201,0.0,0.033,0.511341415243586
2456,5.251,0.261,0.0,0.0,0.0,0.33928662464996195
2457,0.087,0.0,0.055,0.0,0.075,0.6569315184230557
2458,-0.039,0.031,0.037,0.248,-0.928,0.5729278315119153
2459,-0.061,0.0,0.030999999999999993,0.0,1.165,0.6178900192421275
2460,0.09,0.02,0.023,0.68,0.625,0.8266239380495506
2461,0.0,0.0,0.012,0.4,0.029,0.9758812859396357
2462,-0.102,0.0,-0.09200000000000003,0.0,-0.129,0.7704256304783293
2463,-0.05,-0.033,0.0,1.067,0.0,0.8231715023072717
2464,-0.133,0.069,0.111,0.416,0.0,0.6819376423027245
2465,0.0,0.139,0.0,0.922,0.0,0.868632115929501
2466,0.11900000000000002,0.0,0.0,0.0,0.0,0.3388853919981477
2467,0.0,0.942,0.257,0.539,-0.004,0.7659846128714525
2468,0.0,0.0,0.42,0.0,0.041,0.6824034232439439
2469,0.0,0.0,0.0,0.623,0.524,0.7472263485410358
2470,0.496,0.207,0.656,0.457,0.0,0.7939308364154938
2471,0.214,-0.057,0.168,0.0,0.18,0.7013933562333465
2472,0.0,-0.09,0.284,0.0,0.037,0.5823080521060646
2473,0.052,0.016,0.01,0.396,0.267,0.9357802799760618
2474,0.0,0.0,0.08,0.0,0.13,0.32061883343335995
2475,0.0,-0.199,0.287,0.616,0.026,0.9095367696508572
2476,0.0,0.0,0.164,0.972,-0.165,0.4801503188891123
2477,0.10500000000000001,0.072,0.113,0.0,0.25,0.8514449061253826
2478,-0.51,0.561,0.095,0.768,0.0,0.8061487209982865
2479,0.0,0.139,0.4,0.0,0.0,0.5460452025665129
2480,0.0,0.0,0.239,0.0,0.063,0.7500385534371299
2481,0.2,0.0,0.183,0.77,0.0,0.6815003276882927
2482,0.428,0.057,0.039,0.391,0.146,0.853013844811786
2483,-0.052,0.0,0.021,0.406,2.342,0.7674270167975887
2484,0.14600000000000002,0.248,0.176,0.489,0.0,0.8149457133354494
2485,0.211,-0.088,0.0,1.161,0.0,0.8414470494853663
2486,0.296,0.316,0.166,0.0,0.078,0.8622272712142464
2487,-0.128,-0.086,0.061,0.831,0.0,0.7795543370830229
2488,0.0,0.0,0.106,0.673,0.307,0.8793023733240022
2489,-0.062,0.088,-0.096,0.0,0.078,0.5477434107875203
2490,0.475,0.0,0.0,0.786,0.0,0.5989913899673884
2491,0.0,-0.022,0.05,0.812,0.0,0.7157581463862523
2492,-0.862,0.231,-0.062,0.0,0.029,0.640159773908016
2493,0.0,0.032,0.032,0.0,0.247,0.7485757807073611
2494,-0.216,0.0,0.491,0.0,0.024,0.8022829933210653
2495,-0.076,0.147,0.15,0.0,0.0,0.8057406091789883
2496,-0.039,0.021,0.031,0.334,0.279,0.6362840266852704
2497,-0.483,0.0,0.171,0.239,0.0,0.47852958058803363
2498,0.0,0.0,0.058,0.936,0.0,0.5870352485666057
2499,0.14400000000000002,0.0,0.0,0.0,0.185,0.5548700549228701
2500,0.223,0.047,0.0,0.0,0.22,0.5573085190776998
2501,0.0,0.028,0.097,0.0,0.24,0.6576328028337368
2502,0.0,-0.016,0.0,0.0,0.0,0.027693327035598347
2503,0.0,-0.174,0.0,0.0,0.587,0.5219604783552327
2504,-0.269,-0.116,0.0,0.0,0.061,0.4261530348525625
2505,0.00799999999999998,0.402,0.16,0.302,0.0,0.7743172862648111
2506,0.0,-0.11,0.16999999999999998,0.0,0.029,0.74389847836866
2507,0.0,-0.266,-0.159,0.572,0.023,0.6843569217172024
2508,0.0,0.0,0.0,0.692,0.0,0.40074259779039156
2509,-0.177,0.047,0.04,0.505,0.0,0.6934430618547427
2510,0.0,0.091,0.096,0.0,0.52,0.8015130567817857
2511,0.321,0.09,0.0,0.905,-0.159,0.7354365263625607
2512,0.0,0.10699999999999998,0.0,0.0,0.113,0.617571665564651
2513,0.081,0.0,0.0,0.564,0.0,0.43973336844489763
2514,0.0,-0.13,0.0,0.0,0.054,0.3531790589685272
2515,0.0,0.0,0.012,0.573,0.483,0.7855546920248806
2516,0.174,0.0,0.13,0.0,0.055,0.6499254757496943
2517,0.0,0.14900000000000002,0.085,1.079,0.0,0.9155659721282325
2518,0.0,-0.039,-0.02,0.0,2.631,0.7617128934403633
2519,0.747,-0.133,0.503,0.0,0.04,0.7672782376227756
2520,0.0,0.0,0.0,0.45,0.0,0.2587034232716072
2521,0.0,0.0,0.0,0.538,1.326,0.581991654810303
2522,-0.12,0.17,0.144,0.414,0.0,0.8086619939005989
2523,0.0,0.0,0.276,0.0,0.077,0.7656521911856611
2524,0.063,0.139,0.102,0.282,-0.347,0.6895380576078077
2525,-0.5,0.0,0.153,0.5,-0.062,0.7955486953020193
2526,-0.044,-0.016,-0.019,0.582,0.0,0.8158356216730065
2527,0.0,-0.036,0.171,0.799,0.0,0.8989222924988369
2528,0.0,0.0,0.055,0.585,0.562,0.782897355495704
2529,0.102,0.194,-0.048,0.557,0.0,0.7062433001768127
2530,0.05,-0.017,-0.02,0.0,1.595,0.5028817715468057
2531,0.198,0.0,0.044,0.869,0.0,0.7637875849629283
2532,0.13,-0.234,0.0,0.0,0.0,0.40304869494254936
2533,-0.08400000000000007,-0.092,0.0,0.554,0.0,0.673090357759614
2534,0.0,0.0,0.0,0.702,0.0,0.3910226578047442
2535,0.161,0.038,0.058,0.0,0.23,0.5734057886255017
2536,0.0,0.0,0.0,1.011,0.0,0.6619722112856494
2537,0.0,0.051,0.068,0.0,0.667,0.46150353266844835
2538,0.0,0.0,0.251,0.893,0.0,0.6123351803716166
2539,0.1,0.0,0.104,0.733,-0.244,0.5101166980845651
2540,0.191,0.0,0.0,0.871,0.0,0.7322468250269094
2541,-0.156,0.0,0.315,0.251,0.0,0.6378407713652664
2542,0.0,0.0,0.418,0.734,0.0,0.8802790146855077
2543,-0.19,0.082,0.18,-0.303,0.044,0.582598947034815
2544,0.036000000000000004,0.0,0.0,0.0,0.461,0.45146149164928107
2545,-0.135,0.146,0.055,0.458,0.118,0.8055591856462855
2546,0.0,0.0,0.106,0.977,0.0,0.7746718924014802
2547,-0.032,-0.044,0.047,0.0,0.545,0.91091219777019
2548,0.0,-0.013,0.03,0.355,0.082,0.7932662852428236
2549,0.0,-0.112,0.274,0.745,0.0,0.8557030825203664
2550,0.132,-0.010999999999999996,0.049,0.675,0.0,0.6939684311086134
2551,0.0,-0.021,-0.012,1.055,0.0,0.6428144515724201
2552,0.03,-0.183,-0.072,0.548,0.0,0.823217629376617
2553,0.0,-0.06200000000000003,-0.237,0.0,-0.103,0.683598323882174
2554,0.079,-0.009999999999999998,0.0,0.0,0.839,0.7414460300121057
2555,0.117,0.0,0.078,0.629,0.599,0.8027861795602769
2556,0.0,0.0,0.071,0.0,0.0,0.06101837597530069
2557,0.215,0.088,0.094,0.54,0.034,0.921421733173623
2558,0.036,0.0,0.088,0.0,0.0,0.833767559971673
2559,0.0,0.08700000000000001,0.049,0.0,0.0,0.6281864655051339
2560,0.032,-0.023,-0.022,0.366,1.353,0.5076357268839045
2561,0.0,0.0,0.5,0.0,0.0,0.3464895469973702
2562,-0.115,0.064,0.035,0.0,0.365,0.6836702833970792
2563,0.0,0.0,0.0,0.0,1.82,0.25827176977065736
2564,0.563,0.0,0.24,0.598,0.0,0.6105640099438601
2565,3.011,0.142,0.18,0.746,0.0,0.7668724974743569
2566,-0.081,0.051,0.057,0.615,0.31,0.8123991980719498
2567,0.0,-0.048,0.0,0.839,0.0,0.5250419399929602
2568,0.027999999999999997,0.021,0.027,0.0,2.681,0.8077193978480984
2569,0.038,-0.058,0.083,0.38,0.0,0.7112365181089251
2570,0.036,0.0,0.033,0.0,0.766,0.5886055103798176
2571,-0.086,0.07,0.0,0.256,0.0,0.3600926619580427
2572,0.0,0.0,0.136,0.0,0.0,0.10691919089370572
2573,0.0,0.0,-0.011,0.0,0.418,0.32310013735370224
2574,0.305,0.0,0.15099999999999997,0.671,0.0,0.7000495152845518
2575,0.0,0.055,0.155,0.0,0.786,0.8257508070928576
2576,0.367,0.0,0.0,0.469,0.0,0.6716893742982639
2577,-0.105,0.297,0.192,0.182,0.0,0.7210662526770582
2578,0.0,0.11600000000000002,0.112,0.438,0.0,0.6444064257921592
2579,0.417,-0.491,0.0,0.0,0.0,0.3447346520553719
2580,0.0,0.0,0.0,0.0,0.088,0.2621088039490178
2581,0.246,0.269,0.228,0.0,0.014,0.8549806169490992
2582,0.143,0.155,0.212,0.0,0.19,0.7262505890261406
2583,0.0,0.0,0.020999999999999998,0.761,0.0,0.6666393769330217
2584,0.0,0.0,0.054,0.687,0.0,0.5716921217328014
2585,0.664,0.402,0.186,0.0,0.025,0.7936089833127601
2586,-0.053,0.0,0.066,0.386,0.0,0.7283799371616511
2587,0.947,0.0,0.458,0.68,0.0,0.7333248398291325
2588,0.0,0.092,0.111,0.0,0.0,0.5528621995159484
2589,0.082,0.023,0.035,0.48,0.0,0.8138154274564477
2590,0.0,0.0,0.0,0.797,0.0,0.4554275504341486
2591,0.285,0.082,0.076,0.8,-0.405,0.5169933164823177
2592,0.0,0.053,0.084,0.0,0.096,0.7834940159165114
2593,0.216,0.064,0.177,0.0,0.142,0.6793412423087445
2594,0.0,-0.038,0.0,0.0,0.0,0.13648940658988507
2595,-0.041,0.005,0.019,0.552,0.0,0.709542202058129
2596,0.0,0.072,0.055,0.407,0.173,0.9130879778481177
2597,-0.026,-0.029,0.0,0.0,0.763,0.5259906921655858
2598,-0.095,0.0,-0.013,0.0,0.284,0.4722464355388918
2599,-0.035,0.107,0.101,0.737,0.0,0.8995271980456749
2600,-0.21000000000000008,0.0,0.171,0.0,0.155,0.7940028888659159
2601,0.0,-0.19,0.413,0.623,0.0,0.6552115089946169
2602,-0.3480000000000001,0.0,0.0,0.0,0.0,0.3849088192342034
2603,0.0,0.0,0.238,0.617,0.0,0.5587848962281584
2604,-0.058,-0.05,0.053,0.793,0.723,0.9067713936977818
2605,-0.205,0.12400000000000001,0.172,0.549,0.0,0.7542161529012317
2606,0.0,0.088,0.0,0.398,0.231,0.7632045572905757
2607,0.0,0.0,0.0,0.683,-1.15,0.2571490569840512
2608,0.081,0.0,0.067,0.429,0.0,0.6676018334744322
2609,0.345,0.12,0.416,0.0,0.022,0.6990897857702589
2610,0.0,-0.056,0.129,0.0,0.149,0.437039078115087
2611,-0.041999999999999996,0.129,0.21200000000000002,0.501,0.062,0.9138917007720878
2612,0.0,0.053,0.125,0.304,0.324,0.8986334119154781
2613,-0.115,-0.024,0.0,0.0,0.623,0.5854027230567582
2614,0.056,-0.040999999999999995,0.073,0.873,0.0,0.8277233052466552
2615,0.252,0.339,0.189,0.233,0.041,0.9188295564326792
2616,-0.155,0.208,-0.011000000000000003,0.177,0.0,0.805597875511781
2617,-0.065,0.0,0.045,0.0,0.0,0.5034210293860801
2618,-0.121,-0.057,0.049,0.0,0.098,0.6736728249589568
2619,-0.101,0.424,0.126,0.0,0.121,0.6659881573596462
2620,-0.131,0.021,0.0,1.221,0.0,0.9174610613668227
2621,0.0,0.0,0.123,0.724,0.0,0.5054668410344941
2622,0.0,0.123,0.054,0.0,0.229,0.6395278765187541
2623,0.233,0.0,0.29900000000000004,0.838,0.0,0.7170215621272817
2624,-0.089,-0.018,-0.016,0.0,0.7,0.6382962065356205
2625,0.103,0.081,0.063,0.684,0.0,0.8570989762611028
2626,0.162,-0.139,-0.171,0.293,0.036,0.818081959398683
2627,0.0,0.0,0.0,0.733,0.0,0.5113834236307371
2628,-0.168,0.083,0.067,0.457,-0.103,0.5192925875665984
2629,0.0,0.0,0.231,0.0,0.082,0.41115040465316743
2630,0.193,0.116,-0.103,0.738,0.0,0.7010380854075519
2631,0.141,0.09,0.091,0.0,0.245,0.6079586646514532
2632,0.0,0.018,0.0,0.961,0.0,0.6490288912619475
2633,0.0,0.5109999999999999,0.402,0.438,0.0,0.38312545687249366
2634,0.0,0.0,0.077,0.681,0.0,0.6135982695551498
2635,0.0,0.0,0.0,0.231,0.0,0.13755146148427833
2636,-0.224,-0.042,0.117,0.0,0.0,0.5396934358972235
2637,0.042,-0.015,-0.015,0.0,6.839,0.8634112677655554
2638,0.045,0.0,0.0,0.0,1.552,0.602678923315145
2639,0.178,-0.299,0.0,0.441,-0.267,0.4383346527665889
2640,0.214,0.0,0.068,0.0,0.046,0.5486722689253871
2641,0.248,-0.06,0.0,0.245,0.0,0.2759739080130328
2642,0.261,-0.064,0.117,0.396,0.0,0.6084717402460921
2643,0.352,0.119,0.183,0.0,0.048,0.7596558976662147
2644,0.091,0.0,0.111,0.0,0.0,0.16001105945053062
2645,0.0,0.02,0.012,0.0,2.514,0.5633146584960151
2646,0.213,-0.665,-0.471,0.0,0.0,0.7415152615996481
2647,0.0,-0.182,0.209,0.763,0.0,0.8630605550573968
2648,0.0,0.0,0.0,0.0,0.066,0.44066860247081474
2649,0.0,0.0,0.062,0.246,0.0,0.2340964915942465
2650,-0.145,0.076,0.112,0.808,0.0,0.6258246311537171
2651,0.088,0.0,0.10499999999999998,0.658,-0.382,0.5278164570055374
2652,0.0,-0.184,0.0,0.0,-0.057,0.5866408810047948
2653,0.0,0.039,0.087,1.211,0.0,0.8071209645726997
2654,0.0,0.0,0.0,0.485,-0.029,0.4453089189943573
2655,0.192,0.231,0.313,0.0,0.059,0.8053695287837992
2656,0.07500000000000001,-0.074,0.236,0.559,0.0,0.7212353343871825
2657,0.23600000000000004,0.0,0.113,0.0,0.0,0.20963082245906461
2658,-0.426,0.0,0.0,0.663,0.478,0.8351962778008111
2659,0.0,-0.044,0.066,0.756,0.0,0.4862040523415313
2660,0.0,-0.026000000000000002,-0.055,0.0,0.199,0.6576779739853902
2661,0.074,0.0,0.255,0.0,0.0,0.8364949530932255
2662,0.0,0.65,0.0,0.36,0.0,0.6898542239066364
2663,-0.067,0.094,0.113,0.825,0.0,0.7120016750541652
2664,-0.086,0.012999999999999984,0.0,0.408,0.0,0.6720422510699682
2665,0.0,0.0,0.149,0.0,0.207,0.6516467268329078
2666,0.0,0.094,0.045,0.0,0.652,0.7800717237585741
2667,-0.15599999999999997,0.0,0.163,0.0,-0.016,0.5836561938629452
2668,0.0,0.07,0.06,0.0,1.486,0.5671073740176691
2669,-0.123,0.303,0.326,0.0,0.034,0.869618448904719
2670,0.0,-0.039,0.0,0.421,0.0,0.16381530449498605
2671,-0.044,0.04,0.062000000000000006,-0.331,0.72,0.5527796054955333
2672,0.174,0.37,-0.01200000000000001,0.623,0.0,0.8417620069302704
2673,0.53,0.166,0.25,0.0,0.018,0.7631524270170927
2674,0.0,0.0,0.0,0.0,0.466,0.4170496756186258
2675,0.0,0.104,0.06,0.334,0.0,0.2653603983977608
2676,0.0,0.167,0.087,0.54,0.0,0.7547439158304763
2677,0.265,-0.132,0.177,0.0,0.12,0.7282551502207046
2678,0.257,-0.185,0.0,0.804,0.0,0.5995925087848923
2679,0.0,0.053,0.037,0.0,0.0,0.17959015530022981
